trade_date,template,threshold,eligible_count,above_count,change_1d,change_5d,ma5,historical_percentile,historical_position
20241202,fresh_breakout,0.7,5336,19,,,19.0,1.0,高位
20241203,fresh_breakout,0.7,5336,24,5.0,,21.5,1.0,高位
20241204,fresh_breakout,0.7,5335,36,12.0,,26.333333333333332,1.0,高位
20241205,fresh_breakout,0.7,5338,46,10.0,,31.25,1.0,高位
20241206,fresh_breakout,0.7,5336,49,3.0,,34.8,1.0,高位
20241209,fresh_breakout,0.7,5334,51,2.0,32.0,41.2,1.0,高位
20241210,fresh_breakout,0.7,5338,73,22.0,49.0,51.0,1.0,高位
20241211,fresh_breakout,0.7,5340,94,21.0,58.0,62.6,1.0,高位
20241212,fresh_breakout,0.7,5340,108,14.0,62.0,75.0,1.0,高位
20241213,fresh_breakout,0.7,5340,123,15.0,74.0,89.8,1.0,高位
20241216,fresh_breakout,0.7,5344,117,-6.0,66.0,103.0,0.9090909090909091,高位
20241217,fresh_breakout,0.7,5341,85,-32.0,12.0,105.4,0.6666666666666666,高位
20241218,fresh_breakout,0.7,5342,84,-1.0,-10.0,103.4,0.6153846153846154,中位
20241219,fresh_breakout,0.7,5343,59,-25.0,-49.0,93.6,0.5,中位
20241220,fresh_breakout,0.7,5346,60,1.0,-63.0,81.0,0.5333333333333333,中位
20241223,fresh_breakout,0.7,5344,62,2.0,-55.0,70.0,0.5625,中位
20241224,fresh_breakout,0.7,5344,66,4.0,-19.0,66.2,0.5882352941176471,中位
20241225,fresh_breakout,0.7,5342,50,-16.0,-34.0,59.4,0.3333333333333333,低位
20241226,fresh_breakout,0.7,5345,61,11.0,2.0,59.8,0.5263157894736842,中位
20241227,fresh_breakout,0.7,5343,69,8.0,9.0,61.6,0.65,中位
20241230,fresh_breakout,0.7,5339,77,8.0,15.0,64.6,0.7142857142857143,高位
20241231,fresh_breakout,0.7,5342,58,-19.0,-8.0,63.0,0.36363636363636365,中位
20250102,fresh_breakout,0.7,5342,50,-8.0,0.0,63.0,0.30434782608695654,低位
20250103,fresh_breakout,0.7,5344,38,-12.0,-23.0,58.4,0.16666666666666666,低位
20250106,fresh_breakout,0.7,5342,30,-8.0,-39.0,50.6,0.12,低位
20250107,fresh_breakout,0.7,5347,30,0.0,-47.0,41.2,0.15384615384615385,低位
20250108,fresh_breakout,0.7,5347,42,12.0,-16.0,38.0,0.25925925925925924,低位
20250109,fresh_breakout,0.7,5350,58,16.0,8.0,39.6,0.5,中位
20250110,fresh_breakout,0.7,5349,45,-13.0,7.0,41.0,0.27586206896551724,低位
20250113,fresh_breakout,0.7,5348,31,-14.0,1.0,41.2,0.16666666666666666,低位
20250114,fresh_breakout,0.7,5351,24,-7.0,-6.0,40.0,0.0967741935483871,低位
20250115,fresh_breakout,0.7,5351,16,-8.0,-26.0,34.8,0.03125,低位
20250116,fresh_breakout,0.7,5353,17,1.0,-41.0,26.6,0.06060606060606061,低位
20250117,fresh_breakout,0.7,5352,15,-2.0,-30.0,20.6,0.029411764705882353,低位
20250120,fresh_breakout,0.7,5352,20,5.0,-11.0,18.4,0.14285714285714285,低位
20250121,fresh_breakout,0.7,5354,22,2.0,-2.0,18.0,0.16666666666666666,低位
20250122,fresh_breakout,0.7,5356,33,11.0,17.0,21.4,0.32432432432432434,低位
20250123,fresh_breakout,0.7,5356,36,3.0,19.0,25.2,0.3684210526315789,中位
20250124,fresh_breakout,0.7,5353,37,1.0,22.0,29.6,0.38461538461538464,中位
20250127,fresh_breakout,0.7,5352,27,-10.0,7.0,31.0,0.225,低位
20250205,fresh_breakout,0.7,5355,23,-4.0,1.0,31.2,0.17073170731707318,低位
20250206,fresh_breakout,0.7,5356,32,9.0,-1.0,31.0,0.3333333333333333,低位
20250207,fresh_breakout,0.7,5357,41,9.0,5.0,32.0,0.46511627906976744,中位
20250210,fresh_breakout,0.7,5359,62,21.0,25.0,37.0,0.7727272727272727,高位
20250211,fresh_breakout,0.7,5358,86,24.0,59.0,48.8,0.9111111111111111,高位
20250212,fresh_breakout,0.7,5359,110,24.0,87.0,66.2,0.9565217391304348,高位
20250213,fresh_breakout,0.7,5360,123,13.0,91.0,84.4,1.0,高位
20250214,fresh_breakout,0.7,5359,141,18.0,100.0,104.4,1.0,高位
20250217,fresh_breakout,0.7,5365,152,11.0,90.0,122.4,1.0,高位
20250218,fresh_breakout,0.7,5364,154,2.0,68.0,136.0,1.0,高位
20250219,fresh_breakout,0.7,5364,186,32.0,76.0,151.2,1.0,高位
20250220,fresh_breakout,0.7,5364,193,7.0,70.0,165.2,1.0,高位
20250221,fresh_breakout,0.7,5368,258,65.0,117.0,188.6,1.0,高位
20250224,fresh_breakout,0.7,5365,312,54.0,160.0,220.6,1.0,高位
20250225,fresh_breakout,0.7,5363,342,30.0,188.0,258.2,1.0,高位
20250226,fresh_breakout,0.7,5364,375,33.0,189.0,296.0,1.0,高位
20250227,fresh_breakout,0.7,5363,343,-32.0,150.0,326.0,0.9824561403508771,高位
20250228,fresh_breakout,0.7,5364,282,-61.0,24.0,330.8,0.9310344827586207,高位
20250303,fresh_breakout,0.7,5361,250,-32.0,-62.0,318.4,0.8983050847457628,高位
20250304,fresh_breakout,0.7,5361,216,-34.0,-126.0,293.2,0.8833333333333333,高位
20250305,fresh_breakout,0.7,5360,184,-32.0,-191.0,255.0,0.8360655737704918,高位
20250306,fresh_breakout,0.7,5359,197,13.0,-146.0,225.8,0.8709677419354839,高位
20250307,fresh_breakout,0.7,5360,222,25.0,-60.0,213.8,0.8888888888888888,高位
20250310,fresh_breakout,0.7,5362,235,13.0,-15.0,210.8,0.890625,高位
20250311,fresh_breakout,0.7,5363,236,1.0,20.0,214.8,0.8923076923076924,高位
20250312,fresh_breakout,0.7,5363,215,-21.0,31.0,221.0,0.8333333333333334,高位
20250313,fresh_breakout,0.7,5365,208,-7.0,11.0,223.2,0.8208955223880597,高位
20250314,fresh_breakout,0.7,5366,212,4.0,-10.0,221.2,0.8235294117647058,高位
20250317,fresh_breakout,0.7,5361,193,-19.0,-42.0,212.8,0.782608695652174,高位
20250318,fresh_breakout,0.7,5368,173,-20.0,-63.0,200.2,0.7285714285714285,高位
20250319,fresh_breakout,0.7,5364,177,4.0,-38.0,192.6,0.7323943661971831,高位
20250320,fresh_breakout,0.7,5366,153,-24.0,-55.0,181.6,0.6944444444444444,高位
20250321,fresh_breakout,0.7,5368,124,-29.0,-88.0,164.0,0.6575342465753424,中位
20250324,fresh_breakout,0.7,5367,120,-4.0,-73.0,149.4,0.6216216216216216,中位
20250325,fresh_breakout,0.7,5369,126,6.0,-47.0,140.0,0.6666666666666666,高位
20250326,fresh_breakout,0.7,5370,152,26.0,-25.0,135.0,0.6973684210526315,高位
20250327,fresh_breakout,0.7,5369,140,-12.0,-13.0,132.4,0.6623376623376623,中位
20250328,fresh_breakout,0.7,5369,96,-44.0,-28.0,126.8,0.5512820512820513,中位
20250331,fresh_breakout,0.7,5371,75,-21.0,-45.0,117.8,0.4810126582278481,中位
20250401,fresh_breakout,0.7,5370,75,0.0,-51.0,107.6,0.4875,中位
20250402,fresh_breakout,0.7,5373,76,1.0,-76.0,92.4,0.49382716049382713,中位
20250403,fresh_breakout,0.7,5372,85,9.0,-55.0,81.4,0.5365853658536586,中位
20250407,fresh_breakout,0.7,5370,53,-32.0,-43.0,72.8,0.3373493975903614,中位
20250408,fresh_breakout,0.7,5370,60,7.0,-15.0,69.8,0.39285714285714285,中位
20250409,fresh_breakout,0.7,5372,70,10.0,-5.0,68.8,0.4588235294117647,中位
20250410,fresh_breakout,0.7,5374,91,21.0,15.0,71.8,0.5697674418604651,中位
20250411,fresh_breakout,0.7,5373,100,9.0,15.0,74.8,0.5977011494252874,中位
20250414,fresh_breakout,0.7,5372,125,25.0,72.0,89.2,0.6818181818181818,高位
20250415,fresh_breakout,0.7,5371,129,4.0,69.0,103.0,0.6966292134831461,高位
20250416,fresh_breakout,0.7,5374,108,-21.0,38.0,110.6,0.6,中位
20250417,fresh_breakout,0.7,5374,96,-12.0,5.0,111.6,0.5714285714285714,中位
20250418,fresh_breakout,0.7,5373,78,-18.0,-22.0,107.2,0.4891304347826087,中位
20250421,fresh_breakout,0.7,5373,72,-6.0,-53.0,96.6,0.43010752688172044,中位
20250422,fresh_breakout,0.7,5371,63,-9.0,-66.0,83.4,0.39361702127659576,中位
20250423,fresh_breakout,0.7,5373,63,0.0,-45.0,74.4,0.4,中位
20250424,fresh_breakout,0.7,5371,70,7.0,-26.0,69.2,0.4375,中位
20250425,fresh_breakout,0.7,5369,66,-4.0,-12.0,66.8,0.41237113402061853,中位
20250428,fresh_breakout,0.7,5363,51,-15.0,-21.0,62.6,0.2857142857142857,低位
20250429,fresh_breakout,0.7,5337,45,-6.0,-18.0,59.0,0.23232323232323232,低位
20250430,fresh_breakout,0.7,5336,40,-5.0,-23.0,54.4,0.2,低位
20250506,fresh_breakout,0.7,5362,40,0.0,-30.0,48.4,0.2079207920792079,低位
20250507,fresh_breakout,0.7,5364,33,-7.0,-33.0,41.8,0.1568627450980392,低位
20250508,fresh_breakout,0.7,5365,37,4.0,-14.0,39.0,0.1941747572815534,低位
20250509,fresh_breakout,0.7,5365,52,15.0,7.0,40.4,0.3269230769230769,低位
20250512,fresh_breakout,0.7,5365,64,12.0,24.0,45.2,0.4380952380952381,中位
20250513,fresh_breakout,0.7,5366,73,9.0,33.0,51.8,0.5094339622641509,中位
20250514,fresh_breakout,0.7,5366,79,6.0,46.0,61.0,0.5607476635514018,中位
20250515,fresh_breakout,0.7,5366,91,12.0,54.0,71.8,0.6111111111111112,中位
20250516,fresh_breakout,0.7,5367,108,17.0,56.0,83.0,0.6697247706422018,高位
20250519,fresh_breakout,0.7,5362,112,4.0,48.0,92.6,0.6818181818181818,高位
20250520,fresh_breakout,0.7,5368,130,18.0,57.0,104.0,0.7567567567567568,高位
20250521,fresh_breakout,0.7,5364,138,8.0,59.0,115.8,0.7589285714285714,高位
20250522,fresh_breakout,0.7,5360,157,19.0,66.0,129.0,0.8141592920353983,高位
20250523,fresh_breakout,0.7,5364,159,2.0,51.0,139.2,0.8157894736842105,高位
20250526,fresh_breakout,0.7,5361,129,-30.0,17.0,142.6,0.7304347826086957,高位
20250527,fresh_breakout,0.7,5361,112,-17.0,-18.0,139.0,0.6551724137931034,中位
20250528,fresh_breakout,0.7,5359,111,-1.0,-27.0,133.6,0.6410256410256411,中位
20250529,fresh_breakout,0.7,5361,128,17.0,-29.0,127.8,0.7203389830508474,高位
20250530,fresh_breakout,0.7,5360,119,-9.0,-40.0,119.8,0.6638655462184874,中位
20250603,fresh_breakout,0.7,5357,121,2.0,-8.0,118.2,0.675,高位
20250604,fresh_breakout,0.7,5364,141,20.0,29.0,124.0,0.7768595041322314,高位
20250605,fresh_breakout,0.7,5365,148,7.0,37.0,131.4,0.7786885245901639,高位
20250606,fresh_breakout,0.7,5369,150,2.0,22.0,135.8,0.7804878048780488,高位
20250609,fresh_breakout,0.7,5366,136,-14.0,17.0,139.2,0.7338709677419355,高位
20250610,fresh_breakout,0.7,5373,112,-24.0,-9.0,137.4,0.624,中位
20250611,fresh_breakout,0.7,5377,110,-2.0,-31.0,131.2,0.5952380952380952,中位
20250612,fresh_breakout,0.7,5377,106,-4.0,-42.0,122.8,0.5590551181102362,中位
20250613,fresh_breakout,0.7,5377,96,-10.0,-54.0,112.0,0.546875,中位
20250616,fresh_breakout,0.7,5379,88,-8.0,-48.0,102.4,0.5038759689922481,中位
20250617,fresh_breakout,0.7,5386,94,6.0,-18.0,98.8,0.5307692307692308,中位
20250618,fresh_breakout,0.7,5386,91,-3.0,-19.0,95.0,0.5190839694656488,中位
20250619,fresh_breakout,0.7,5385,85,-6.0,-21.0,90.8,0.48484848484848486,中位
20250620,fresh_breakout,0.7,5386,64,-21.0,-32.0,84.4,0.3533834586466165,中位
20250623,fresh_breakout,0.7,5382,78,14.0,-10.0,82.4,0.4552238805970149,中位
20250624,fresh_breakout,0.7,5386,79,1.0,-15.0,79.4,0.4666666666666667,中位
20250625,fresh_breakout,0.7,5388,80,1.0,-11.0,77.2,0.47058823529411764,中位
20250626,fresh_breakout,0.7,5390,95,15.0,10.0,79.2,0.5547445255474452,中位
20250627,fresh_breakout,0.7,5386,126,31.0,62.0,91.6,0.7246376811594203,高位
20250630,fresh_breakout,0.7,5387,140,14.0,62.0,104.0,0.7769784172661871,高位
20250701,fresh_breakout,0.7,5386,136,-4.0,57.0,115.4,0.7571428571428571,高位
20250702,fresh_breakout,0.7,5385,146,10.0,66.0,128.6,0.7943262411347518,高位
20250703,fresh_breakout,0.7,5385,170,24.0,75.0,143.6,0.852112676056338,高位
20250704,fresh_breakout,0.7,5387,183,13.0,57.0,155.0,0.8671328671328671,高位
20250707,fresh_breakout,0.7,5385,197,14.0,57.0,166.4,0.9027777777777778,高位
20250708,fresh_breakout,0.7,5386,247,50.0,111.0,188.6,0.9517241379310345,高位
20250709,fresh_breakout,0.7,5390,302,55.0,156.0,219.8,0.9726027397260274,高位
20250710,fresh_breakout,0.7,5389,364,62.0,194.0,258.6,0.9931972789115646,高位
20250711,fresh_breakout,0.7,5392,393,29.0,210.0,300.6,1.0,高位
20250714,fresh_breakout,0.7,5391,415,22.0,218.0,344.2,1.0,高位
20250715,fresh_breakout,0.7,5391,367,-48.0,120.0,368.2,0.98,高位
20250716,fresh_breakout,0.7,5389,289,-78.0,-13.0,365.6,0.9403973509933775,高位
20250717,fresh_breakout,0.7,5389,245,-44.0,-119.0,341.8,0.9078947368421053,高位
20250718,fresh_breakout,0.7,5388,210,-35.0,-183.0,305.2,0.8627450980392157,高位
20250721,fresh_breakout,0.7,5386,238,28.0,-177.0,269.8,0.9025974025974026,高位
20250722,fresh_breakout,0.7,5385,312,74.0,-55.0,258.8,0.9548387096774194,高位
20250723,fresh_breakout,0.7,5387,404,92.0,115.0,281.8,0.9935897435897436,高位
20250724,fresh_breakout,0.7,5386,510,106.0,265.0,334.8,1.0,高位
20250725,fresh_breakout,0.7,5390,546,36.0,336.0,402.0,1.0,高位
20250728,fresh_breakout,0.7,5393,534,-12.0,296.0,461.2,0.9937106918238994,高位
20250729,fresh_breakout,0.7,5397,520,-14.0,208.0,502.8,0.9875,高位
20250730,fresh_breakout,0.7,5396,462,-58.0,58.0,514.4,0.9751552795031055,高位
20250731,fresh_breakout,0.7,5392,396,-66.0,-114.0,491.6,0.9567901234567902,高位
20250801,fresh_breakout,0.7,5393,347,-49.0,-199.0,451.8,0.9263803680981595,高位
20250804,fresh_breakout,0.7,5390,289,-58.0,-245.0,402.8,0.8902439024390244,高位
20250805,fresh_breakout,0.7,5391,266,-23.0,-254.0,352.0,0.8727272727272727,高位
20250806,fresh_breakout,0.7,5392,272,6.0,-190.0,314.0,0.8734939759036144,高位
20250807,fresh_breakout,0.7,5392,293,21.0,-103.0,293.4,0.8922155688622755,高位
20250808,fresh_breakout,0.7,5392,301,8.0,-46.0,284.2,0.8928571428571429,高位
20250811,fresh_breakout,0.7,5394,299,-2.0,10.0,286.2,0.8875739644970414,高位
20250812,fresh_breakout,0.7,5396,267,-32.0,1.0,286.4,0.8529411764705882,高位
20250813,fresh_breakout,0.7,5394,288,21.0,16.0,289.6,0.8654970760233918,高位
20250814,fresh_breakout,0.7,5394,271,-17.0,-22.0,285.2,0.8488372093023255,高位
20250815,fresh_breakout,0.7,5393,282,11.0,-19.0,281.4,0.861271676300578,高位
20250818,fresh_breakout,0.7,5392,283,1.0,-16.0,278.2,0.8620689655172413,高位
20250819,fresh_breakout,0.7,5396,289,6.0,22.0,282.6,0.88,高位
20250820,fresh_breakout,0.7,5394,356,67.0,68.0,296.2,0.9318181818181818,高位
20250821,fresh_breakout,0.7,5397,405,49.0,134.0,323.0,0.9661016949152542,高位
20250822,fresh_breakout,0.7,5397,457,52.0,175.0,358.0,0.9719101123595506,高位
20250825,fresh_breakout,0.7,5397,458,1.0,175.0,393.0,0.9720670391061452,高位
20250826,fresh_breakout,0.7,5398,512,54.0,223.0,437.6,0.9833333333333333,高位
20250827,fresh_breakout,0.7,5399,468,-44.0,112.0,460.0,0.9723756906077348,高位
20250828,fresh_breakout,0.7,5400,441,-27.0,36.0,467.2,0.9505494505494505,高位
20250829,fresh_breakout,0.7,5397,378,-63.0,-79.0,451.4,0.9180327868852459,高位
20250901,fresh_breakout,0.7,5397,370,-8.0,-88.0,433.8,0.907608695652174,高位
20250902,fresh_breakout,0.7,5398,301,-69.0,-211.0,391.6,0.8540540540540541,高位
20250903,fresh_breakout,0.7,5401,260,-41.0,-208.0,350.0,0.7741935483870968,高位
20250904,fresh_breakout,0.7,5400,212,-48.0,-229.0,304.2,0.7165775401069518,高位
20250905,fresh_breakout,0.7,5400,206,-6.0,-172.0,269.8,0.6968085106382979,高位
20250908,fresh_breakout,0.7,5402,201,-5.0,-169.0,236.0,0.6931216931216931,高位
20250909,fresh_breakout,0.7,5403,230,29.0,-71.0,221.8,0.7368421052631579,高位
20250910,fresh_breakout,0.7,5404,253,23.0,-7.0,220.4,0.7696335078534031,高位
20250911,fresh_breakout,0.7,5403,229,-24.0,17.0,223.8,0.7291666666666666,高位
20250912,fresh_breakout,0.7,5406,218,-11.0,12.0,226.2,0.7202072538860104,高位
20250915,fresh_breakout,0.7,5405,216,-2.0,15.0,229.2,0.7164948453608248,高位
20250916,fresh_breakout,0.7,5405,192,-24.0,-38.0,221.6,0.6512820512820513,中位
20250917,fresh_breakout,0.7,5405,202,10.0,-51.0,211.4,0.6785714285714286,高位
20250918,fresh_breakout,0.7,5404,194,-8.0,-35.0,204.4,0.6598984771573604,中位
20250919,fresh_breakout,0.7,5405,179,-15.0,-39.0,196.6,0.6262626262626263,中位
20250922,fresh_breakout,0.7,5401,155,-24.0,-61.0,184.4,0.5979899497487438,中位
20250923,fresh_breakout,0.7,5407,121,-34.0,-71.0,170.2,0.475,中位
20250924,fresh_breakout,0.7,5405,124,3.0,-78.0,154.6,0.4925373134328358,中位
20250925,fresh_breakout,0.7,5406,119,-5.0,-75.0,139.6,0.4603960396039604,中位
20250926,fresh_breakout,0.7,5405,106,-13.0,-73.0,125.0,0.4039408866995074,中位
20250929,fresh_breakout,0.7,5399,88,-18.0,-67.0,111.6,0.3480392156862745,中位
20250930,fresh_breakout,0.7,5402,75,-13.0,-46.0,102.4,0.28292682926829266,低位
20251009,fresh_breakout,0.7,5398,77,2.0,-47.0,93.0,0.2961165048543689,低位
20251010,fresh_breakout,0.7,5400,87,10.0,-32.0,86.6,0.34782608695652173,中位
20251013,fresh_breakout,0.7,5402,99,12.0,-7.0,85.2,0.40384615384615385,中位
20251014,fresh_breakout,0.7,5402,113,14.0,25.0,90.2,0.46411483253588515,中位
20251015,fresh_breakout,0.7,5403,131,18.0,56.0,101.4,0.5476190476190477,中位
20251016,fresh_breakout,0.7,5407,155,24.0,78.0,117.0,0.6208530805687204,中位
20251017,fresh_breakout,0.7,5409,145,-10.0,58.0,128.6,0.5801886792452831,中位
20251020,fresh_breakout,0.7,5408,144,-1.0,45.0,137.6,0.5774647887323944,中位
20251021,fresh_breakout,0.7,5407,150,6.0,37.0,145.0,0.5981308411214953,中位
20251022,fresh_breakout,0.7,5407,142,-8.0,11.0,147.2,0.5720930232558139,中位
20251023,fresh_breakout,0.7,5409,167,25.0,12.0,149.6,0.6388888888888888,中位
20251024,fresh_breakout,0.7,5411,159,-8.0,14.0,152.4,0.6359447004608295,中位
20251027,fresh_breakout,0.7,5410,157,-2.0,13.0,155.0,0.6284403669724771,中位
20251028,fresh_breakout,0.7,5408,141,-16.0,-9.0,153.2,0.5616438356164384,中位
20251029,fresh_breakout,0.7,5408,148,7.0,6.0,154.4,0.5863636363636363,中位
20251030,fresh_breakout,0.7,5408,152,4.0,-15.0,151.4,0.6063348416289592,中位
20251031,fresh_breakout,0.7,5409,148,-4.0,-11.0,149.2,0.5855855855855856,中位
20251103,fresh_breakout,0.7,5410,145,-3.0,-12.0,146.8,0.5695067264573991,中位
20251104,fresh_breakout,0.7,5410,154,9.0,13.0,149.4,0.6205357142857143,中位
20251105,fresh_breakout,0.7,5410,189,35.0,41.0,157.6,0.6844444444444444,高位
20251106,fresh_breakout,0.7,5409,222,33.0,70.0,171.6,0.7654867256637168,高位
20251107,fresh_breakout,0.7,5410,243,21.0,95.0,190.6,0.788546255506608,高位
20251110,fresh_breakout,0.7,5413,265,22.0,120.0,214.6,0.8157894736842105,高位
20251111,fresh_breakout,0.7,5413,317,52.0,163.0,247.2,0.8951965065502183,高位
20251112,fresh_breakout,0.7,5415,402,85.0,213.0,289.8,0.9434782608695652,高位
20251113,fresh_breakout,0.7,5415,411,9.0,189.0,327.6,0.9523809523809523,高位
20251114,fresh_breakout,0.7,5413,421,10.0,178.0,363.2,0.9568965517241379,高位
20251117,fresh_breakout,0.7,5412,460,39.0,195.0,402.2,0.9699570815450643,高位
20251118,fresh_breakout,0.7,5412,417,-43.0,100.0,422.2,0.9487179487179487,高位
20251119,fresh_breakout,0.7,5414,285,-132.0,-117.0,398.8,0.825531914893617,高位
20251120,fresh_breakout,0.7,5413,206,-79.0,-205.0,357.8,0.6949152542372882,高位
20251121,fresh_breakout,0.7,5416,127,-79.0,-294.0,299.0,0.46835443037974683,中位
20251124,fresh_breakout,0.7,5413,117,-10.0,-343.0,230.4,0.41596638655462187,中位
20251125,fresh_breakout,0.7,5410,109,-8.0,-308.0,168.8,0.3807531380753138,中位
20251126,fresh_breakout,0.7,5407,95,-14.0,-190.0,130.8,0.3375,中位
20251127,fresh_breakout,0.7,5406,86,-9.0,-120.0,106.8,0.2987551867219917,低位
20251128,fresh_breakout,0.7,5405,89,3.0,-38.0,99.2,0.3140495867768595,低位
20251201,fresh_breakout,0.7,5404,75,-14.0,-42.0,90.8,0.24279835390946503,低位
20251202,fresh_breakout,0.7,5407,74,-1.0,-35.0,83.8,0.22950819672131148,低位
20251203,fresh_breakout,0.7,5412,74,0.0,-21.0,79.6,0.23265306122448978,低位
20251204,fresh_breakout,0.7,5410,60,-14.0,-26.0,74.4,0.16666666666666666,低位
20251205,fresh_breakout,0.7,5408,68,8.0,-21.0,70.2,0.20647773279352227,低位
20251208,fresh_breakout,0.7,5410,72,4.0,-3.0,69.6,0.22580645161290322,低位
20251209,fresh_breakout,0.7,5412,81,9.0,7.0,71.0,0.2931726907630522,低位
20251210,fresh_breakout,0.7,5408,99,18.0,25.0,76.0,0.38,中位
20251211,fresh_breakout,0.7,5415,104,5.0,44.0,84.8,0.38645418326693226,中位
20251212,fresh_breakout,0.7,5418,103,-1.0,35.0,91.8,0.38492063492063494,中位
20251215,fresh_breakout,0.7,5417,87,-16.0,15.0,94.8,0.3201581027667984,低位
20251216,fresh_breakout,0.7,5420,80,-7.0,-1.0,94.6,0.2874015748031496,低位
20251217,fresh_breakout,0.7,5420,73,-7.0,-26.0,89.4,0.23137254901960785,低位
20251218,fresh_breakout,0.7,5423,64,-9.0,-40.0,81.4,0.19140625,低位
20251219,fresh_breakout,0.7,5421,61,-3.0,-42.0,73.0,0.16731517509727625,低位
20251222,fresh_breakout,0.7,5417,68,7.0,-19.0,69.2,0.20930232558139536,低位
20251223,fresh_breakout,0.7,5419,78,10.0,-2.0,68.8,0.2857142857142857,低位
20251224,fresh_breakout,0.7,5421,90,12.0,17.0,72.2,0.35,中位
20251225,fresh_breakout,0.7,5424,107,17.0,43.0,80.8,0.41762452107279696,中位
20251226,fresh_breakout,0.7,5423,135,28.0,74.0,95.6,0.5381679389312977,中位
20251229,fresh_breakout,0.7,5425,169,34.0,101.0,115.8,0.6577946768060836,中位
20251230,fresh_breakout,0.7,5425,172,3.0,94.0,134.6,0.6628787878787878,中位
20251231,fresh_breakout,0.7,5424,182,10.0,92.0,153.0,0.6754716981132075,高位
20260105,fresh_breakout,0.7,5424,189,7.0,82.0,169.4,0.6917293233082706,高位
20260106,fresh_breakout,0.7,5425,244,55.0,109.0,191.2,0.7902621722846442,高位
20260107,fresh_breakout,0.7,5430,300,56.0,131.0,217.4,0.8694029850746269,高位
20260108,fresh_breakout,0.7,5429,366,66.0,194.0,256.2,0.9107806691449815,高位
20260109,fresh_breakout,0.7,5429,469,103.0,287.0,313.6,0.9814814814814815,高位
20260112,fresh_breakout,0.7,5429,581,112.0,392.0,392.0,1.0,高位
20260113,fresh_breakout,0.7,5423,630,49.0,386.0,469.2,1.0,高位
20260114,fresh_breakout,0.7,5425,650,20.0,350.0,539.2,1.0,高位
20260115,fresh_breakout,0.7,5428,632,-18.0,266.0,592.4,0.9963503649635036,高位
20260116,fresh_breakout,0.7,5431,611,-21.0,142.0,620.8,0.9890909090909091,高位
20260119,fresh_breakout,0.7,5434,536,-75.0,-45.0,611.8,0.9782608695652174,高位
20260120,fresh_breakout,0.7,5440,459,-77.0,-171.0,577.6,0.9458483754512635,高位
20260121,fresh_breakout,0.7,5437,438,-21.0,-212.0,535.2,0.9316546762589928,高位
20260122,fresh_breakout,0.7,5437,431,-7.0,-201.0,495.0,0.9283154121863799,高位
20260123,fresh_breakout,0.7,5438,484,53.0,-127.0,469.6,0.9607142857142857,高位
20260126,fresh_breakout,0.7,5434,509,25.0,-27.0,464.2,0.9608540925266904,高位
20260127,fresh_breakout,0.7,5434,466,-43.0,7.0,465.6,0.9468085106382979,高位
20260128,fresh_breakout,0.7,5436,475,9.0,37.0,473.0,0.9540636042402827,高位
20260129,fresh_breakout,0.7,5436,471,-4.0,40.0,481.0,0.9507042253521126,高位
20260130,fresh_breakout,0.7,5432,433,-38.0,-51.0,470.8,0.9122807017543859,高位
20260202,fresh_breakout,0.7,5435,273,-160.0,-236.0,423.6,0.7797202797202797,高位
20260203,fresh_breakout,0.7,5435,220,-53.0,-246.0,374.4,0.7073170731707317,高位
20260204,fresh_breakout,0.7,5439,171,-49.0,-304.0,313.6,0.6076388888888888,中位
20260205,fresh_breakout,0.7,5437,151,-20.0,-320.0,249.6,0.5536332179930796,中位
20260206,fresh_breakout,0.7,5437,147,-4.0,-286.0,192.4,0.5344827586206896,中位
20260209,fresh_breakout,0.7,5436,146,-1.0,-127.0,167.0,0.5326460481099656,中位
20260210,fresh_breakout,0.7,5438,133,-13.0,-87.0,149.6,0.4828767123287671,中位
20260211,fresh_breakout,0.7,5438,136,3.0,-35.0,142.6,0.4948805460750853,中位
20260212,fresh_breakout,0.7,5444,132,-4.0,-19.0,138.8,0.47959183673469385,中位
20260213,fresh_breakout,0.7,5442,108,-24.0,-39.0,131.0,0.38305084745762713,中位
20260224,fresh_breakout,0.7,5443,87,-21.0,-59.0,119.2,0.2972972972972973,低位
20260225,fresh_breakout,0.7,5440,75,-12.0,-58.0,107.6,0.23232323232323232,低位
20260226,fresh_breakout,0.7,5439,84,9.0,-52.0,97.2,0.2751677852348993,低位
20260227,fresh_breakout,0.7,5440,99,15.0,-33.0,90.6,0.35785953177257523,中位
20260302,fresh_breakout,0.7,5439,120,21.0,12.0,93.0,0.43666666666666665,中位
20260303,fresh_breakout,0.7,5441,120,0.0,33.0,99.6,0.43853820598006643,中位
20260304,fresh_breakout,0.7,5442,121,1.0,46.0,108.8,0.4470198675496689,中位
20260305,fresh_breakout,0.7,5444,138,17.0,54.0,119.6,0.5148514851485149,中位
20260306,fresh_breakout,0.7,5445,125,-13.0,26.0,124.8,0.46381578947368424,中位
20260309,fresh_breakout,0.7,5449,98,-27.0,-22.0,120.4,0.3442622950819672,中位
20260310,fresh_breakout,0.7,5448,97,-1.0,-23.0,115.8,0.3431372549019608,中位
20260311,fresh_breakout,0.7,5451,117,20.0,-4.0,115.0,0.4234527687296417,中位
20260312,fresh_breakout,0.7,5454,129,12.0,-9.0,113.2,0.4902597402597403,中位
20260313,fresh_breakout,0.7,5454,123,-6.0,-2.0,112.8,0.4563106796116505,中位
