trade_date,template,threshold,eligible_count,above_count,change_1d,change_5d,ma5,historical_percentile,historical_position
20250124,parabolic_uptrend,0.7,5308,3042,-79.0,-189.0,3151.0,0.5641025641025641,中位
20250127,parabolic_uptrend,0.7,5308,2932,-110.0,-292.0,3092.6,0.525,中位
20250205,parabolic_uptrend,0.7,5310,2816,-116.0,-386.0,3015.4,0.4878048780487805,中位
20250206,parabolic_uptrend,0.7,5311,2731,-85.0,-435.0,2928.4,0.4523809523809524,中位
20250207,parabolic_uptrend,0.7,5312,2667,-64.0,-454.0,2837.6,0.4186046511627907,中位
20250210,parabolic_uptrend,0.7,5314,2613,-54.0,-429.0,2751.8,0.38636363636363635,中位
20250211,parabolic_uptrend,0.7,5313,2566,-47.0,-366.0,2678.6,0.35555555555555557,中位
20250212,parabolic_uptrend,0.7,5313,2494,-72.0,-322.0,2614.2,0.32608695652173914,低位
20250213,parabolic_uptrend,0.7,5314,2426,-68.0,-305.0,2553.2,0.2978723404255319,低位
20250214,parabolic_uptrend,0.7,5313,2336,-90.0,-331.0,2487.0,0.2708333333333333,低位
20250217,parabolic_uptrend,0.7,5317,2234,-102.0,-379.0,2411.2,0.24489795918367346,低位
20250218,parabolic_uptrend,0.7,5317,2125,-109.0,-441.0,2323.0,0.22,低位
20250219,parabolic_uptrend,0.7,5317,2024,-101.0,-470.0,2229.0,0.19607843137254902,低位
20250220,parabolic_uptrend,0.7,5316,1943,-81.0,-483.0,2132.4,0.17307692307692307,低位
20250221,parabolic_uptrend,0.7,5318,1867,-76.0,-469.0,2038.6,0.16981132075471697,低位
20250224,parabolic_uptrend,0.7,5317,1778,-89.0,-456.0,1947.4,0.14814814814814814,低位
20250225,parabolic_uptrend,0.7,5315,1742,-36.0,-383.0,1870.8,0.14545454545454545,低位
20250226,parabolic_uptrend,0.7,5316,1700,-42.0,-324.0,1806.0,0.14285714285714285,低位
20250227,parabolic_uptrend,0.7,5314,1678,-22.0,-265.0,1753.0,0.12280701754385964,低位
20250228,parabolic_uptrend,0.7,5314,1640,-38.0,-227.0,1707.6,0.1206896551724138,低位
20250303,parabolic_uptrend,0.7,5312,1579,-61.0,-199.0,1667.8,0.11864406779661017,低位
20250304,parabolic_uptrend,0.7,5312,1538,-41.0,-204.0,1627.0,0.11666666666666667,低位
20250305,parabolic_uptrend,0.7,5312,1488,-50.0,-212.0,1584.6,0.09836065573770492,低位
20250306,parabolic_uptrend,0.7,5310,1444,-44.0,-234.0,1537.8,0.0967741935483871,低位
20250307,parabolic_uptrend,0.7,5311,1427,-17.0,-213.0,1495.2,0.09523809523809523,低位
20250310,parabolic_uptrend,0.7,5313,1407,-20.0,-172.0,1460.8,0.09375,低位
20250311,parabolic_uptrend,0.7,5314,1385,-22.0,-153.0,1430.2,0.07692307692307693,低位
20250312,parabolic_uptrend,0.7,5313,1364,-21.0,-124.0,1405.4,0.07575757575757576,低位
20250313,parabolic_uptrend,0.7,5315,1352,-12.0,-92.0,1387.0,0.07462686567164178,低位
20250314,parabolic_uptrend,0.7,5315,1338,-14.0,-89.0,1369.2,0.07352941176470588,低位
20250317,parabolic_uptrend,0.7,5310,1319,-19.0,-88.0,1351.6,0.07246376811594203,低位
20250318,parabolic_uptrend,0.7,5316,1314,-5.0,-71.0,1337.4,0.07142857142857142,低位
20250319,parabolic_uptrend,0.7,5312,1304,-10.0,-60.0,1325.4,0.07042253521126761,低位
20250320,parabolic_uptrend,0.7,5314,1288,-16.0,-64.0,1312.6,0.06944444444444445,低位
20250321,parabolic_uptrend,0.7,5314,1266,-22.0,-72.0,1298.2,0.0684931506849315,低位
20250324,parabolic_uptrend,0.7,5312,1247,-19.0,-72.0,1283.8,0.05405405405405406,低位
20250325,parabolic_uptrend,0.7,5314,1229,-18.0,-85.0,1266.8,0.05333333333333334,低位
20250326,parabolic_uptrend,0.7,5316,1211,-18.0,-93.0,1248.2,0.05263157894736842,低位
20250327,parabolic_uptrend,0.7,5315,1190,-21.0,-98.0,1228.6,0.05194805194805195,低位
20250328,parabolic_uptrend,0.7,5313,1174,-16.0,-92.0,1210.2,0.05128205128205128,低位
20250331,parabolic_uptrend,0.7,5316,1154,-20.0,-93.0,1191.6,0.05063291139240506,低位
20250401,parabolic_uptrend,0.7,5316,1121,-33.0,-108.0,1170.0,0.0375,低位
20250402,parabolic_uptrend,0.7,5317,1082,-39.0,-129.0,1144.2,0.037037037037037035,低位
20250403,parabolic_uptrend,0.7,5316,1049,-33.0,-141.0,1116.0,0.036585365853658534,低位
20250407,parabolic_uptrend,0.7,5315,963,-86.0,-211.0,1073.8,0.024096385542168676,低位
20250408,parabolic_uptrend,0.7,5315,874,-89.0,-280.0,1017.8,0.011904761904761904,低位
20250409,parabolic_uptrend,0.7,5317,787,-87.0,-334.0,951.0,0.011764705882352941,低位
20250410,parabolic_uptrend,0.7,5317,739,-48.0,-343.0,882.4,0.011627906976744186,低位
20250411,parabolic_uptrend,0.7,5315,700,-39.0,-349.0,812.6,0.011494252873563218,低位
20250414,parabolic_uptrend,0.7,5314,665,-35.0,-298.0,753.0,0.011363636363636364,低位
20250415,parabolic_uptrend,0.7,5312,643,-22.0,-231.0,706.8,0.011235955056179775,低位
20250416,parabolic_uptrend,0.7,5315,615,-28.0,-172.0,672.4,0.011111111111111112,低位
20250417,parabolic_uptrend,0.7,5315,591,-24.0,-148.0,642.8,0.01098901098901099,低位
20250418,parabolic_uptrend,0.7,5314,575,-16.0,-125.0,617.8,0.010869565217391304,低位
20250421,parabolic_uptrend,0.7,5314,560,-15.0,-105.0,596.8,0.010752688172043012,低位
20250422,parabolic_uptrend,0.7,5313,550,-10.0,-93.0,578.2,0.010638297872340425,低位
20250423,parabolic_uptrend,0.7,5316,529,-21.0,-86.0,561.0,0.010526315789473684,低位
20250424,parabolic_uptrend,0.7,5314,512,-17.0,-79.0,545.2,0.010416666666666666,低位
20250425,parabolic_uptrend,0.7,5313,505,-7.0,-70.0,531.2,0.010309278350515464,低位
20250428,parabolic_uptrend,0.7,5307,490,-15.0,-70.0,517.2,0.01020408163265306,低位
20250429,parabolic_uptrend,0.7,5282,490,0.0,-60.0,505.2,0.020202020202020204,低位
20250430,parabolic_uptrend,0.7,5282,478,-12.0,-51.0,495.0,0.01,低位
20250506,parabolic_uptrend,0.7,5308,485,7.0,-27.0,489.6,0.019801980198019802,低位
20250507,parabolic_uptrend,0.7,5310,491,6.0,-14.0,486.8,0.049019607843137254,低位
20250508,parabolic_uptrend,0.7,5313,491,0.0,1.0,487.0,0.05825242718446602,低位
20250509,parabolic_uptrend,0.7,5314,490,-1.0,0.0,487.0,0.04807692307692308,低位
20250512,parabolic_uptrend,0.7,5314,494,4.0,16.0,490.2,0.0761904761904762,低位
20250513,parabolic_uptrend,0.7,5315,493,-1.0,8.0,491.8,0.07547169811320754,低位
20250514,parabolic_uptrend,0.7,5315,495,2.0,4.0,492.6,0.09345794392523364,低位
20250515,parabolic_uptrend,0.7,5314,496,1.0,5.0,493.6,0.10185185185185185,低位
20250516,parabolic_uptrend,0.7,5314,497,1.0,7.0,495.0,0.11009174311926606,低位
20250519,parabolic_uptrend,0.7,5309,500,3.0,6.0,496.2,0.11818181818181818,低位
20250520,parabolic_uptrend,0.7,5316,513,13.0,20.0,500.2,0.14414414414414414,低位
20250521,parabolic_uptrend,0.7,5312,525,12.0,30.0,506.2,0.15178571428571427,低位
20250522,parabolic_uptrend,0.7,5308,532,7.0,36.0,513.4,0.168141592920354,低位
20250523,parabolic_uptrend,0.7,5311,539,7.0,42.0,521.8,0.17543859649122806,低位
20250526,parabolic_uptrend,0.7,5308,546,7.0,46.0,531.0,0.1826086956521739,低位
20250527,parabolic_uptrend,0.7,5308,552,6.0,39.0,538.8,0.19827586206896552,低位
20250528,parabolic_uptrend,0.7,5307,556,4.0,31.0,545.0,0.20512820512820512,低位
20250529,parabolic_uptrend,0.7,5311,554,-2.0,22.0,549.4,0.2033898305084746,低位
20250530,parabolic_uptrend,0.7,5309,551,-3.0,12.0,551.8,0.19327731092436976,低位
20250603,parabolic_uptrend,0.7,5306,545,-6.0,-1.0,551.6,0.175,低位
20250604,parabolic_uptrend,0.7,5312,542,-3.0,-10.0,549.6,0.17355371900826447,低位
20250605,parabolic_uptrend,0.7,5312,551,9.0,-5.0,548.6,0.21311475409836064,低位
20250606,parabolic_uptrend,0.7,5315,559,8.0,5.0,549.6,0.24390243902439024,低位
20250609,parabolic_uptrend,0.7,5313,567,8.0,16.0,552.8,0.25806451612903225,低位
20250610,parabolic_uptrend,0.7,5320,577,10.0,32.0,559.2,0.272,低位
20250611,parabolic_uptrend,0.7,5322,582,5.0,40.0,567.2,0.2777777777777778,低位
20250612,parabolic_uptrend,0.7,5322,580,-2.0,29.0,573.0,0.2755905511811024,低位
20250613,parabolic_uptrend,0.7,5323,575,-5.0,16.0,576.2,0.265625,低位
20250616,parabolic_uptrend,0.7,5325,575,0.0,8.0,577.8,0.2713178294573643,低位
20250617,parabolic_uptrend,0.7,5331,581,6.0,4.0,578.6,0.2923076923076923,低位
20250618,parabolic_uptrend,0.7,5331,583,2.0,1.0,578.8,0.3053435114503817,低位
20250619,parabolic_uptrend,0.7,5330,579,-4.0,-1.0,578.6,0.2803030303030303,低位
20250620,parabolic_uptrend,0.7,5332,579,0.0,4.0,579.4,0.2857142857142857,低位
20250623,parabolic_uptrend,0.7,5327,574,-5.0,-1.0,579.2,0.2462686567164179,低位
20250624,parabolic_uptrend,0.7,5331,577,3.0,-4.0,578.4,0.2814814814814815,低位
20250625,parabolic_uptrend,0.7,5334,590,13.0,7.0,579.8,0.33088235294117646,低位
20250626,parabolic_uptrend,0.7,5336,609,19.0,30.0,585.8,0.34306569343065696,中位
20250627,parabolic_uptrend,0.7,5333,634,25.0,55.0,596.8,0.35507246376811596,中位
20250630,parabolic_uptrend,0.7,5333,653,19.0,79.0,612.6,0.3669064748201439,中位
20250701,parabolic_uptrend,0.7,5331,666,13.0,89.0,630.4,0.37857142857142856,中位
20250702,parabolic_uptrend,0.7,5330,678,12.0,88.0,648.0,0.3829787234042553,中位
20250703,parabolic_uptrend,0.7,5330,690,12.0,81.0,664.2,0.3873239436619718,中位
20250704,parabolic_uptrend,0.7,5334,697,7.0,63.0,676.8,0.3916083916083916,中位
20250707,parabolic_uptrend,0.7,5333,718,21.0,65.0,689.8,0.4027777777777778,中位
20250708,parabolic_uptrend,0.7,5333,747,29.0,81.0,706.0,0.41379310344827586,中位
20250709,parabolic_uptrend,0.7,5336,780,33.0,102.0,726.4,0.4178082191780822,中位
20250710,parabolic_uptrend,0.7,5335,805,25.0,115.0,749.4,0.42857142857142855,中位
20250711,parabolic_uptrend,0.7,5338,843,38.0,146.0,778.6,0.43243243243243246,中位
20250714,parabolic_uptrend,0.7,5337,885,42.0,167.0,812.0,0.4429530201342282,中位
20250715,parabolic_uptrend,0.7,5337,914,29.0,167.0,845.4,0.4533333333333333,中位
20250716,parabolic_uptrend,0.7,5336,944,30.0,164.0,878.2,0.45695364238410596,中位
20250717,parabolic_uptrend,0.7,5337,969,25.0,164.0,911.0,0.46710526315789475,中位
20250718,parabolic_uptrend,0.7,5336,993,24.0,150.0,941.0,0.47058823529411764,中位
20250721,parabolic_uptrend,0.7,5335,1022,29.0,137.0,968.4,0.4805194805194805,中位
20250722,parabolic_uptrend,0.7,5333,1055,33.0,141.0,996.6,0.49032258064516127,中位
20250723,parabolic_uptrend,0.7,5336,1098,43.0,154.0,1027.4,0.5,中位
20250724,parabolic_uptrend,0.7,5335,1146,48.0,177.0,1062.8,0.5159235668789809,中位
20250725,parabolic_uptrend,0.7,5337,1168,22.0,175.0,1097.8,0.5253164556962026,中位
20250728,parabolic_uptrend,0.7,5340,1201,33.0,179.0,1133.6,0.5408805031446541,中位
20250729,parabolic_uptrend,0.7,5344,1243,42.0,188.0,1171.2,0.55625,中位
20250730,parabolic_uptrend,0.7,5343,1286,43.0,188.0,1208.8,0.577639751552795,中位
20250731,parabolic_uptrend,0.7,5340,1317,31.0,171.0,1243.0,0.5987654320987654,中位
20250801,parabolic_uptrend,0.7,5343,1348,31.0,180.0,1279.0,0.6134969325153374,中位
20250804,parabolic_uptrend,0.7,5340,1388,40.0,187.0,1316.4,0.6341463414634146,中位
20250805,parabolic_uptrend,0.7,5341,1412,24.0,169.0,1350.2,0.6484848484848484,中位
20250806,parabolic_uptrend,0.7,5342,1443,31.0,157.0,1381.6,0.6566265060240963,中位
20250807,parabolic_uptrend,0.7,5342,1493,50.0,176.0,1416.8,0.6706586826347305,高位
20250808,parabolic_uptrend,0.7,5343,1535,42.0,187.0,1454.2,0.6785714285714286,高位
20250811,parabolic_uptrend,0.7,5345,1600,65.0,212.0,1496.6,0.6923076923076923,高位
20250812,parabolic_uptrend,0.7,5347,1672,72.0,260.0,1548.6,0.7,高位
20250813,parabolic_uptrend,0.7,5343,1717,45.0,274.0,1603.4,0.7192982456140351,高位
20250814,parabolic_uptrend,0.7,5344,1757,40.0,264.0,1656.2,0.7267441860465116,高位
20250815,parabolic_uptrend,0.7,5343,1794,37.0,259.0,1708.0,0.7341040462427746,高位
20250818,parabolic_uptrend,0.7,5343,1838,44.0,238.0,1755.6,0.7413793103448276,高位
20250819,parabolic_uptrend,0.7,5346,1860,22.0,188.0,1793.2,0.7428571428571429,高位
20250820,parabolic_uptrend,0.7,5344,1885,25.0,168.0,1826.8,0.75,高位
20250821,parabolic_uptrend,0.7,5347,1904,19.0,147.0,1856.2,0.751412429378531,高位
20250822,parabolic_uptrend,0.7,5348,1916,12.0,122.0,1880.6,0.7528089887640449,高位
20250825,parabolic_uptrend,0.7,5348,1927,11.0,89.0,1898.4,0.7541899441340782,高位
20250826,parabolic_uptrend,0.7,5350,1944,17.0,84.0,1915.2,0.7611111111111111,高位
20250827,parabolic_uptrend,0.7,5351,1956,12.0,71.0,1929.4,0.7679558011049724,高位
20250828,parabolic_uptrend,0.7,5351,1965,9.0,61.0,1941.6,0.7692307692307693,高位
20250829,parabolic_uptrend,0.7,5350,1957,-8.0,41.0,1949.8,0.7650273224043715,高位
20250901,parabolic_uptrend,0.7,5350,1974,17.0,47.0,1959.2,0.7717391304347826,高位
20250902,parabolic_uptrend,0.7,5351,1968,-6.0,24.0,1964.0,0.7675675675675676,高位
20250903,parabolic_uptrend,0.7,5353,1953,-15.0,-3.0,1963.4,0.7473118279569892,高位
20250904,parabolic_uptrend,0.7,5352,1940,-13.0,-25.0,1958.4,0.7272727272727273,高位
20250905,parabolic_uptrend,0.7,5354,1936,-4.0,-21.0,1954.2,0.723404255319149,高位
20250908,parabolic_uptrend,0.7,5355,1942,6.0,-32.0,1947.8,0.7301587301587301,高位
20250909,parabolic_uptrend,0.7,5356,1954,12.0,-14.0,1945.0,0.7526315789473684,高位
20250910,parabolic_uptrend,0.7,5359,1959,5.0,6.0,1946.2,0.7643979057591623,高位
20250911,parabolic_uptrend,0.7,5358,1997,38.0,57.0,1957.6,0.78125,高位
20250912,parabolic_uptrend,0.7,5361,2007,10.0,71.0,1971.8,0.7823834196891192,高位
20250915,parabolic_uptrend,0.7,5359,2018,11.0,76.0,1987.0,0.7835051546391752,高位
20250916,parabolic_uptrend,0.7,5359,2056,38.0,102.0,2007.4,0.7897435897435897,高位
20250917,parabolic_uptrend,0.7,5360,2078,22.0,119.0,2031.2,0.7908163265306123,高位
20250918,parabolic_uptrend,0.7,5360,2076,-2.0,79.0,2047.0,0.7868020304568528,高位
20250919,parabolic_uptrend,0.7,5361,2078,2.0,71.0,2061.2,0.7929292929292929,高位
20250922,parabolic_uptrend,0.7,5359,2105,27.0,87.0,2078.6,0.7989949748743719,高位
20250923,parabolic_uptrend,0.7,5364,2102,-3.0,46.0,2087.8,0.795,高位
20250924,parabolic_uptrend,0.7,5363,2120,18.0,42.0,2096.2,0.8009950248756219,高位
20250925,parabolic_uptrend,0.7,5364,2129,9.0,53.0,2106.8,0.806930693069307,高位
20250926,parabolic_uptrend,0.7,5363,2148,19.0,70.0,2120.8,0.8078817733990148,高位
20250929,parabolic_uptrend,0.7,5357,2171,23.0,66.0,2134.0,0.8088235294117647,高位
20250930,parabolic_uptrend,0.7,5358,2198,27.0,96.0,2153.2,0.8097560975609757,高位
20251009,parabolic_uptrend,0.7,5354,2252,54.0,132.0,2179.6,0.8203883495145631,高位
20251010,parabolic_uptrend,0.7,5356,2306,54.0,177.0,2215.0,0.8260869565217391,高位
20251013,parabolic_uptrend,0.7,5358,2327,21.0,179.0,2250.8,0.8269230769230769,高位
20251014,parabolic_uptrend,0.7,5358,2338,11.0,167.0,2284.2,0.8325358851674641,高位
20251015,parabolic_uptrend,0.7,5358,2354,16.0,156.0,2315.4,0.8333333333333334,高位
20251016,parabolic_uptrend,0.7,5361,2361,7.0,109.0,2337.2,0.8341232227488151,高位
20251017,parabolic_uptrend,0.7,5363,2356,-5.0,50.0,2347.2,0.8301886792452831,高位
20251020,parabolic_uptrend,0.7,5363,2360,4.0,33.0,2353.8,0.8309859154929577,高位
20251021,parabolic_uptrend,0.7,5362,2382,22.0,44.0,2362.6,0.8411214953271028,高位
20251022,parabolic_uptrend,0.7,5361,2407,25.0,53.0,2373.2,0.8418604651162791,高位
20251023,parabolic_uptrend,0.7,5363,2419,12.0,58.0,2384.8,0.8425925925925926,高位
20251024,parabolic_uptrend,0.7,5363,2449,30.0,93.0,2403.4,0.8525345622119815,高位
20251027,parabolic_uptrend,0.7,5363,2490,41.0,130.0,2429.4,0.8532110091743119,高位
20251028,parabolic_uptrend,0.7,5362,2505,15.0,123.0,2454.0,0.8584474885844748,高位
20251029,parabolic_uptrend,0.7,5362,2519,14.0,112.0,2476.4,0.8590909090909091,高位
20251030,parabolic_uptrend,0.7,5361,2522,3.0,103.0,2497.0,0.8597285067873304,高位
20251031,parabolic_uptrend,0.7,5362,2517,-5.0,68.0,2510.6,0.8513513513513513,高位
20251103,parabolic_uptrend,0.7,5362,2517,0.0,27.0,2516.0,0.852017937219731,高位
20251104,parabolic_uptrend,0.7,5364,2497,-20.0,-8.0,2514.4,0.8392857142857143,高位
20251105,parabolic_uptrend,0.7,5363,2483,-14.0,-36.0,2507.2,0.8266666666666667,高位
20251106,parabolic_uptrend,0.7,5362,2472,-11.0,-50.0,2497.2,0.8230088495575221,高位
20251107,parabolic_uptrend,0.7,5362,2438,-34.0,-79.0,2481.4,0.8149779735682819,高位
20251110,parabolic_uptrend,0.7,5365,2419,-19.0,-98.0,2461.8,0.8026315789473685,高位
20251111,parabolic_uptrend,0.7,5366,2380,-39.0,-117.0,2438.4,0.7860262008733624,高位
20251112,parabolic_uptrend,0.7,5369,2341,-39.0,-142.0,2410.0,0.7608695652173914,高位
20251113,parabolic_uptrend,0.7,5369,2317,-24.0,-155.0,2379.0,0.7445887445887446,高位
20251114,parabolic_uptrend,0.7,5368,2279,-38.0,-159.0,2347.2,0.7327586206896551,高位
20251117,parabolic_uptrend,0.7,5368,2234,-45.0,-185.0,2310.2,0.7253218884120172,高位
20251118,parabolic_uptrend,0.7,5369,2196,-38.0,-184.0,2273.4,0.7094017094017094,高位
20251119,parabolic_uptrend,0.7,5371,2144,-52.0,-197.0,2234.0,0.6978723404255319,高位
20251120,parabolic_uptrend,0.7,5372,2076,-68.0,-241.0,2185.8,0.6610169491525424,中位
20251121,parabolic_uptrend,0.7,5375,1991,-85.0,-288.0,2128.2,0.6329113924050633,中位
20251124,parabolic_uptrend,0.7,5371,1951,-40.0,-283.0,2071.6,0.5966386554621849,中位
20251125,parabolic_uptrend,0.7,5368,1935,-16.0,-261.0,2019.4,0.5690376569037657,中位
20251126,parabolic_uptrend,0.7,5365,1912,-23.0,-232.0,1973.0,0.5583333333333333,中位
20251127,parabolic_uptrend,0.7,5364,1876,-36.0,-200.0,1933.0,0.5477178423236515,中位
20251128,parabolic_uptrend,0.7,5363,1844,-32.0,-147.0,1903.6,0.5371900826446281,中位
20251201,parabolic_uptrend,0.7,5363,1822,-22.0,-129.0,1877.8,0.5308641975308642,中位
20251202,parabolic_uptrend,0.7,5367,1805,-17.0,-130.0,1851.8,0.5286885245901639,中位
20251203,parabolic_uptrend,0.7,5372,1774,-31.0,-138.0,1824.2,0.5142857142857142,中位
20251204,parabolic_uptrend,0.7,5371,1726,-48.0,-150.0,1794.2,0.5040650406504065,中位
20251205,parabolic_uptrend,0.7,5368,1696,-30.0,-148.0,1764.6,0.4939271255060729,中位
20251208,parabolic_uptrend,0.7,5371,1675,-21.0,-147.0,1735.2,0.4838709677419355,中位
20251209,parabolic_uptrend,0.7,5373,1640,-35.0,-165.0,1702.2,0.4779116465863454,中位
20251210,parabolic_uptrend,0.7,5370,1627,-13.0,-147.0,1672.8,0.472,中位
20251211,parabolic_uptrend,0.7,5374,1602,-25.0,-124.0,1648.0,0.4701195219123506,中位
20251212,parabolic_uptrend,0.7,5376,1586,-16.0,-110.0,1626.0,0.4642857142857143,中位
20251215,parabolic_uptrend,0.7,5375,1572,-14.0,-103.0,1605.4,0.45849802371541504,中位
20251216,parabolic_uptrend,0.7,5376,1535,-37.0,-105.0,1584.4,0.452755905511811,中位
20251217,parabolic_uptrend,0.7,5378,1494,-41.0,-133.0,1557.8,0.44313725490196076,中位
20251218,parabolic_uptrend,0.7,5381,1480,-14.0,-122.0,1533.4,0.43359375,中位
20251219,parabolic_uptrend,0.7,5379,1475,-5.0,-111.0,1511.2,0.43190661478599224,中位
20251222,parabolic_uptrend,0.7,5375,1454,-21.0,-118.0,1487.6,0.43023255813953487,中位
20251223,parabolic_uptrend,0.7,5377,1428,-26.0,-107.0,1466.2,0.42084942084942084,中位
20251224,parabolic_uptrend,0.7,5378,1406,-22.0,-88.0,1448.6,0.4076923076923077,中位
20251225,parabolic_uptrend,0.7,5380,1393,-13.0,-87.0,1431.2,0.40229885057471265,中位
20251226,parabolic_uptrend,0.7,5379,1367,-26.0,-108.0,1409.6,0.3931297709923664,中位
20251229,parabolic_uptrend,0.7,5381,1351,-16.0,-103.0,1389.0,0.3840304182509506,中位
20251230,parabolic_uptrend,0.7,5380,1329,-22.0,-99.0,1369.2,0.375,中位
20251231,parabolic_uptrend,0.7,5380,1310,-19.0,-96.0,1350.0,0.3622641509433962,中位
20260105,parabolic_uptrend,0.7,5379,1285,-25.0,-108.0,1328.4,0.34962406015037595,中位
20260106,parabolic_uptrend,0.7,5380,1276,-9.0,-91.0,1310.2,0.34831460674157305,中位
20260107,parabolic_uptrend,0.7,5383,1260,-16.0,-91.0,1292.0,0.34328358208955223,中位
20260108,parabolic_uptrend,0.7,5383,1253,-7.0,-76.0,1276.8,0.3382899628252788,中位
20260109,parabolic_uptrend,0.7,5383,1245,-8.0,-65.0,1263.8,0.3333333333333333,低位
20260112,parabolic_uptrend,0.7,5383,1239,-6.0,-46.0,1254.6,0.3284132841328413,低位
20260113,parabolic_uptrend,0.7,5376,1220,-19.0,-56.0,1243.4,0.3235294117647059,低位
20260114,parabolic_uptrend,0.7,5378,1214,-6.0,-46.0,1234.2,0.32234432234432236,低位
20260115,parabolic_uptrend,0.7,5380,1208,-6.0,-45.0,1225.2,0.3175182481751825,低位
20260116,parabolic_uptrend,0.7,5382,1209,1.0,-36.0,1218.0,0.32,低位
20260119,parabolic_uptrend,0.7,5383,1206,-3.0,-33.0,1211.4,0.31521739130434784,低位
20260120,parabolic_uptrend,0.7,5390,1212,6.0,-8.0,1209.8,0.3285198555956679,低位
20260121,parabolic_uptrend,0.7,5387,1194,-18.0,-20.0,1205.8,0.30935251798561153,低位
20260122,parabolic_uptrend,0.7,5388,1185,-9.0,-23.0,1201.2,0.3046594982078853,低位
20260123,parabolic_uptrend,0.7,5389,1194,9.0,-15.0,1198.2,0.3142857142857143,低位
20260126,parabolic_uptrend,0.7,5387,1189,-5.0,-17.0,1194.8,0.30604982206405695,低位
20260127,parabolic_uptrend,0.7,5387,1174,-15.0,-38.0,1187.2,0.30141843971631205,低位
20260128,parabolic_uptrend,0.7,5386,1168,-6.0,-26.0,1182.0,0.2968197879858657,低位
20260129,parabolic_uptrend,0.7,5387,1158,-10.0,-27.0,1176.6,0.29225352112676056,低位
20260130,parabolic_uptrend,0.7,5384,1146,-12.0,-48.0,1167.0,0.28771929824561404,低位
20260202,parabolic_uptrend,0.7,5387,1111,-35.0,-78.0,1151.4,0.2762237762237762,低位
20260203,parabolic_uptrend,0.7,5387,1107,-4.0,-67.0,1138.0,0.27526132404181186,低位
20260204,parabolic_uptrend,0.7,5390,1109,2.0,-59.0,1126.2,0.2777777777777778,低位
20260205,parabolic_uptrend,0.7,5388,1106,-3.0,-52.0,1115.8,0.27335640138408307,低位
20260206,parabolic_uptrend,0.7,5387,1116,10.0,-30.0,1109.8,0.28620689655172415,低位
20260209,parabolic_uptrend,0.7,5387,1123,7.0,12.0,1112.2,0.2920962199312715,低位
20260210,parabolic_uptrend,0.7,5391,1137,14.0,30.0,1118.2,0.2979452054794521,低位
20260211,parabolic_uptrend,0.7,5390,1156,19.0,47.0,1127.6,0.310580204778157,低位
20260212,parabolic_uptrend,0.7,5395,1165,9.0,59.0,1139.4,0.3163265306122449,低位
20260213,parabolic_uptrend,0.7,5393,1165,0.0,49.0,1149.2,0.31864406779661014,低位
20260224,parabolic_uptrend,0.7,5394,1169,4.0,46.0,1158.4,0.3277027027027027,低位
20260225,parabolic_uptrend,0.7,5391,1179,10.0,42.0,1166.8,0.3367003367003367,中位
20260226,parabolic_uptrend,0.7,5390,1187,8.0,31.0,1173.0,0.3422818791946309,中位
20260227,parabolic_uptrend,0.7,5391,1207,20.0,42.0,1181.4,0.36454849498327757,中位
20260302,parabolic_uptrend,0.7,5390,1209,2.0,44.0,1190.2,0.37333333333333335,中位
20260303,parabolic_uptrend,0.7,5391,1205,-4.0,36.0,1197.4,0.3588039867109635,中位
20260304,parabolic_uptrend,0.7,5392,1195,-10.0,16.0,1200.6,0.3543046357615894,中位
20260305,parabolic_uptrend,0.7,5393,1183,-12.0,-4.0,1199.8,0.3333333333333333,低位
20260306,parabolic_uptrend,0.7,5394,1189,6.0,-18.0,1196.2,0.34539473684210525,中位
20260309,parabolic_uptrend,0.7,5397,1193,4.0,-16.0,1193.0,0.35081967213114756,中位
20260310,parabolic_uptrend,0.7,5396,1202,9.0,-3.0,1192.4,0.3660130718954248,中位
20260311,parabolic_uptrend,0.7,5399,1209,7.0,14.0,1195.2,0.38762214983713356,中位
20260312,parabolic_uptrend,0.7,5399,1216,7.0,33.0,1201.8,0.39935064935064934,中位
20260313,parabolic_uptrend,0.7,5398,1216,0.0,27.0,1207.2,0.40129449838187703,中位
20260316,parabolic_uptrend,0.7,5398,1217,1.0,24.0,1212.0,0.4032258064516129,中位
20260317,parabolic_uptrend,0.7,5396,1200,-17.0,-2.0,1211.6,0.35691318327974275,中位
20260318,parabolic_uptrend,0.7,5396,1199,-1.0,-10.0,1209.6,0.3557692307692308,中位
20260319,parabolic_uptrend,0.7,5396,1186,-13.0,-30.0,1203.6,0.329073482428115,低位
20260320,parabolic_uptrend,0.7,5397,1165,-21.0,-51.0,1193.4,0.30254777070063693,低位
20260323,parabolic_uptrend,0.7,5401,1125,-40.0,-92.0,1175.0,0.2761904761904762,低位
20260324,parabolic_uptrend,0.7,5399,1103,-22.0,-97.0,1155.6,0.25,低位
20260325,parabolic_uptrend,0.7,5398,1101,-2.0,-98.0,1136.0,0.24921135646687698,低位
20260326,parabolic_uptrend,0.7,5397,1086,-15.0,-100.0,1116.0,0.24528301886792453,低位
20260327,parabolic_uptrend,0.7,5393,1084,-2.0,-81.0,1099.8,0.2445141065830721,低位
20260330,parabolic_uptrend,0.7,5391,1088,4.0,-37.0,1092.4,0.25,低位
20260331,parabolic_uptrend,0.7,5395,1088,0.0,-15.0,1089.4,0.2523364485981308,低位
