variant,window_bars,rank,ts_code,name,score,window_start,window_end,return_pct,quadratic_coefficient,quadratic_fit_r2,first_half_log_slope_bp_per_bar,second_half_log_slope_bp_per_bar,slope_delta_bp_per_bar,max_drawdown_pct
original_160,160,66,301328.SZ,维峰电子,0.8874911368597708,20251201,20260729,72.636449,0.1502192539,0.8128197887,20.846227,81.290981,60.444753,-38.525088
original_160,160,67,601838.SH,成都银行,0.8874549525913331,20251201,20260729,13.108193,0.0292533911,0.7696862104,3.898606,10.770517,6.871912,-11.80867
original_160,160,68,300661.SZ,圣邦股份,0.8873205817454273,20251201,20260729,51.031817,0.143489106,0.7770891847,7.837061,61.563231,53.72617,-33.795651
original_160,160,69,688627.SH,精智达,0.8867731630707176,20251201,20260729,142.290477,0.2589578253,0.8242598543,32.095614,119.543085,87.447471,-38.418182
original_160,160,70,002371.SZ,北方华创,0.8864246005112012,20251201,20260729,58.362334,0.2591401125,0.8296156955,-0.39984,78.863077,79.262917,-27.566071
original_160,160,71,002245.SZ,蔚蓝锂芯,0.8864093990186506,20251201,20260729,46.04289,0.1101522685,0.7520238629,7.717457,54.578237,46.86078,-31.255487
original_160,160,72,688531.SH,日联科技,0.8861994143052866,20251117,20260729,88.823929,0.1781497411,0.7521796392,31.602859,109.055788,77.452929,-40.851365
original_160,160,73,002980.SZ,华盛昌,0.8861218936585338,20251201,20260729,204.6612,-0.1518171565,0.8748640624,90.547329,59.91528,-30.632049,-46.258089
original_160,160,74,300179.SZ,四方达,0.8859206203700642,20251201,20260729,103.147288,0.0392096894,0.8334630563,67.625415,94.979569,27.354153,-47.790323
original_160,160,75,603045.SH,福达合金,0.8858781757105595,20251201,20260729,137.912324,-0.0784061882,0.839825527,77.521421,87.348656,9.827234,-47.79854
original_160,160,76,605006.SH,山东玻纤,0.885858229249212,20251201,20260729,75.778078,0.010025143,0.7763122006,43.608764,68.819793,25.211028,-52.615385
original_160,160,77,600584.SH,长电科技,0.8854462074963526,20251201,20260729,93.420713,0.2728274258,0.8099521907,27.551909,120.786327,93.234418,-32.783196
original_160,160,78,603608.SH,天创时尚,0.8845407730513045,20251124,20260729,137.446809,0.09174355,0.8342760527,59.048611,109.779547,50.730936,-41.861276
original_160,160,79,601918.SH,新集能源,0.883810957650741,20251201,20260729,43.866295,0.0215087172,0.828683706,25.379716,34.458062,9.078346,-23.847518
original_160,160,80,300868.SZ,杰美特,0.883510893622813,20251201,20260729,151.366858,-0.0109395207,0.8578506873,64.791321,78.95921,14.167889,-54.233682
original_160,160,81,301536.SZ,星宸科技,0.8834419123977341,20251201,20260729,112.601072,0.1169937562,0.8681557031,39.395991,73.512052,34.116061,-28.638023
original_160,160,82,002436.SZ,兴森科技,0.8828671605723258,20251201,20260729,41.585679,0.1515815058,0.7395117068,12.301355,74.135518,61.834163,-42.742387
original_160,160,83,601133.SH,柏诚股份,0.8817596207309203,20251201,20260729,88.019129,0.0765275714,0.8352994977,20.70252,53.427814,32.725294,-40.486225
original_160,160,84,688268.SH,华特气体,0.8805219415633259,20251201,20260729,135.702358,0.0261235646,0.8474485744,51.244976,71.392045,20.147069,-49.713438
original_160,160,85,600396.SH,华电辽能,0.8803198587202995,20251201,20260729,426.384365,-0.0836963293,0.8506134264,98.856178,79.986349,-18.869829,-47.155212
original_160,160,86,002916.SZ,深南电路,0.880010462081986,20251201,20260729,61.301807,0.0331851562,0.8003833118,29.116682,56.585522,27.468841,-30.987115
original_160,160,87,301176.SZ,逸豪新材,0.8796091584589348,20251201,20260729,50.939144,0.2307845674,0.7280147207,8.752364,87.136848,78.384484,-52.895706
original_160,160,88,603823.SH,百合花,0.8791053198734984,20251201,20260729,223.66965,0.9087281421,0.910659676,3.170472,250.342214,247.171742,-32.454534
original_160,160,89,688300.SH,联瑞新材,0.8787502711071883,20251201,20260729,104.520086,0.1212752424,0.8060482936,55.316765,103.80448,48.487715,-57.481471
original_160,160,90,688669.SH,聚石化学,0.8783403252048069,20251201,20260729,172.735632,0.5005711303,0.8674692617,37.375295,181.017266,143.641971,-47.130125
original_160,160,91,600641.SH,先导基电,0.8778666475035106,20251201,20260729,63.988095,0.1696592416,0.8333181868,14.982238,70.406029,55.423791,-42.889718
original_160,160,92,301321.SZ,翰博高新,0.877315737351531,20251201,20260729,97.546012,0.1754980459,0.8239440821,29.599202,94.148905,64.549704,-38.934193
original_160,160,93,601991.SH,大唐发电,0.876451183992641,20251201,20260729,76.301668,0.1069355883,0.7176350909,27.784137,77.576981,49.792844,-38.017429
original_160,160,94,688260.SH,昀冢科技,0.8760777006921804,20251126,20260729,177.721996,0.7468168923,0.7665123901,-25.532248,199.176802,224.709049,-54.763889
original_160,160,95,300975.SZ,商络电子,0.8759085248447537,20251201,20260729,88.461335,0.0467615301,0.8078186188,53.773901,84.388307,30.614406,-54.898551
original_160,160,96,603303.SH,得邦照明,0.875419484988162,20251201,20260729,47.465051,0.0638149981,0.6996380981,19.520991,58.730776,39.209786,-45.413398
original_160,160,97,003018.SZ,金富科技,0.8753393268458305,20251201,20260729,70.7086,-0.0655063814,0.8288467192,61.188232,52.512116,-8.676116,-50.362109
original_160,160,98,603629.SH,利通电子,0.8737651377300498,20251201,20260729,410.258049,-0.3291491347,0.9151127361,149.376256,82.478759,-66.897497,-47.160597
original_160,160,99,301071.SZ,力量钻石,0.8735836894382918,20251201,20260729,39.192814,0.0814520933,0.760532853,32.713211,73.065011,40.3518,-48.484848
original_160,160,100,300666.SZ,江丰电子,0.8730650781490585,20251124,20260729,164.214888,-0.0022310915,0.8819106972,84.302534,97.378452,13.075918,-49.534654
